,categoryScalingFactor,productScalingFactor,value
0,21.9140625,6.6796875,0.779905403042
1,81.9140625,66.6796875,0.789869771637
2,51.9140625,96.6796875,0.785274999576
3,111.9140625,36.6796875,0.789813474212
4,36.9140625,51.6796875,0.803214010812
5,96.9140625,111.6796875,0.781499290094
6,6.9140625,81.6796875,0.770175153572
7,66.9140625,21.6796875,0.794412584582
8,59.4140625,29.1796875,0.803106886301
9,119.4140625,89.1796875,0.760667628883
10,29.4140625,119.1796875,0.759613138933
11,89.4140625,59.1796875,0.789140598171
12,14.4140625,44.1796875,0.79848000104
13,74.4140625,104.1796875,0.778640970265
14,44.4140625,74.1796875,0.795804794171
15,104.4140625,14.1796875,0.773158918461
16,40.6640625,10.4296875,0.796641160302
17,100.6640625,70.4296875,0.801425769879
18,10.6640625,100.4296875,0.745801439786
19,70.6640625,40.4296875,0.78737016014
20,27.5140625,12.2796875,0.786154910792
21,76.3140625,61.0796875,0.79097989214
22,46.3140625,91.0796875,0.778740874387
23,106.3140625,42.2796875,0.779882722532
24,36.1881389693,52.258529279,0.808775975099
25,91.3140625,106.0796875,0.781710789337
26,12.5140625,76.0796875,0.780592526163
27,61.3140625,27.2796875,0.794129160172
28,53.8140625,34.7796875,0.801347856734
29,113.8140625,83.5796875,0.768104607082
30,32.2245970454,113.5796875,0.769613471533
31,92.7518298789,55.6845378089,0.785199062768
32,20.0140625,49.7796875,0.795085855067
33,68.8140625,98.5796875,0.787180330276
34,38.8140625,68.5796875,0.813794713781
35,98.8140625,19.7796875,0.788417152235
36,35.0640625,16.0296875,0.796030522701
37,95.0640625,64.8296875,0.791277242765
38,16.2640625,94.8296875,0.775755982762
39,65.0640625,44.9088021215,0.797626744291
40,33.1140625,17.8796875,0.79699974673
41,70.7140625,62.1154121336,0.791662767868
42,40.7140625,85.4796875,0.791382477479
43,100.7140625,47.8796875,0.782108394825
44,36.1845394064,57.858529279,0.80157251061
45,85.7140625,100.4796875,0.78249019704
46,18.1140625,70.4796875,0.791316255367
47,55.7140625,32.8796875,0.80841620698
48,48.2140625,40.3796875,0.808010563706
49,108.2140625,77.9796875,0.774759241457
50,37.8245970454,107.9796875,0.777859764151
51,87.1518298789,61.2845378089,0.79397035596
52,25.6140625,55.3796875,0.7960967578
53,63.2140625,92.9796875,0.779155439326
54,33.2140625,62.9796875,0.799864790525
55,93.2140625,25.3796875,0.778869120253
56,35.5560232585,21.6296875,0.802830197417
57,89.4640625,59.6522246297,0.785225377984
58,21.8640625,89.2296875,0.773843432398
59,59.4640625,50.5088021215,0.81435795585
60,38.7140625,23.4796875,0.80426591831
61,65.1140625,59.1625785585,0.788938512926
62,46.3140625,79.8796875,0.792254212211
63,95.1140625,53.4796875,0.779665686741
64,41.7845394064,54.7639472589,0.805915976723
65,80.1140625,94.8796875,0.779193603757
66,23.7140625,64.8796875,0.795842185643
67,53.3360805931,38.4796875,0.80907431323
68,44.7981947243,45.9796875,0.809524641099
69,102.6140625,72.3796875,0.796037893986
70,43.4245970454,102.3796875,0.778529073764
71,81.5518298789,55.6845378089,0.789084837154
72,31.2140625,53.5136391396,0.805978102516
73,57.6140625,87.3796875,0.791291037957
74,38.8140625,57.3796875,0.811760431937
