,categoryScalingFactor,productScalingFactor,value
0,68.3138695019,109.880214943,0.686632242093
1,104.772551226,40.5862258245,0.729553792759
2,65.7818710273,4.89647163973,0.742681472725
3,75.7688320577,24.4852025297,0.753310092257
4,26.5824782472,34.1012611256,0.735614821404
5,98.6062444695,66.3086675767,0.706298114236
6,20.1162896551,58.3869910939,0.717495883348
7,16.4745296938,64.7349554194,0.698052540764
8,118.071600325,7.09074765085,0.728033201368
9,11.8020056777,84.8603642022,0.677693547472
10,117.376626456,57.3299972187,0.745545267212
11,108.671562126,107.076456394,0.703516824579
12,1.83784392873,71.7408013819,0.646739321494
13,71.771408708,42.6174672898,0.731970306232
14,111.694143443,102.212965041,0.696083659889
15,10.2113648321,7.66298770977,0.719298219803
16,16.4632542715,16.8652235984,0.725645224851
17,35.2686288639,93.0470343951,0.694712502429
18,54.9978517588,118.740514628,0.687794856358
19,45.6397021403,37.1655106328,0.738100417042
20,50.017109151,101.156969529,0.699847330043
21,1.18949063601,94.0721835654,0.617930523869
22,17.2591859588,97.8426126875,0.676301891465
23,38.5129415666,94.5329662931,0.685233714322
24,74.792376402,65.1692687287,0.720770042819
25,25.1910319239,27.4288377464,0.735840648358
26,69.3091827687,8.29689262695,0.738467863191
27,40.3732972908,6.0805984407,0.745182713504
28,45.7104999132,48.1046156155,0.725895251951
29,90.5252314839,60.1261942834,0.72071167176
30,73.1625983734,100.369295173,0.704734960111
31,80.4997784761,5.90030618305,0.739030883289
32,57.6673419239,11.1732130826,0.748323323977
33,87.0988345843,72.1572993892,0.705738134189
34,54.1932799945,96.5757692402,0.711173122575
35,83.833971027,83.1655824404,0.701837683869
36,29.5226997492,75.3046594527,0.714579294708
37,25.4169016709,75.2267090407,0.711750170596
38,82.4347666566,82.4912409751,0.71552097662
39,27.2735820065,5.401749538,0.736705482547
40,13.7815518415,12.8752316577,0.72344608274
41,7.73084922375,26.1080329547,0.716413587693
42,35.0986477091,22.9281633241,0.74169190336
43,86.5156998134,68.504713425,0.72355842103
44,115.260874431,23.8807713992,0.737466139207
45,46.8929490574,107.02766477,0.713323954281
46,35.5596283313,117.39522216,0.691888428493
47,111.945467589,34.4093041305,0.72606935658
48,101.418219094,101.296906189,0.698234764803
49,112.188839665,118.540521159,0.698491830151
50,26.9002312759,99.0927723743,0.702784907057
51,77.6184400725,110.978031584,0.701826513145
52,76.4660345122,43.5353219267,0.735835304353
53,71.0119648392,71.334660058,0.719477484157
54,2.7051971531,11.848238609,0.684941270252
55,106.738861328,42.599579761,0.733636187256
56,17.5451514967,42.304775742,0.712910376252
57,75.9571661905,82.0786198984,0.707015669153
58,5.12570694297,11.9541793194,0.696560965111
59,21.3218602488,22.2703340133,0.732501783674
60,118.776110064,17.8868469273,0.73202753614
61,49.3197650293,65.2366977711,0.716071751606
62,68.1979135801,41.136653172,0.739032218531
63,43.364262084,43.3486772573,0.732573392729
64,67.7411940362,34.1411445713,0.739637149121
65,91.7344292292,88.4476698731,0.688184863166
66,110.163769787,15.8261899443,0.743637365959
67,87.5646303951,6.3210778156,0.737357165675
68,35.8221334269,23.4284213033,0.743196761759
69,86.6109742231,19.6621858162,0.734149506497
70,78.6234221046,97.2325761423,0.711662055964
71,54.21158785,4.99999566504,0.743170779685
72,37.8937963872,41.1389408096,0.738727368294
73,68.1096564048,60.5383904332,0.721610761232
74,77.2431376213,116.082494508,0.692787383766
75,5.46513370012,82.0101080583,0.655197078948
76,73.8395347594,44.7434501353,0.741545067955
77,64.9668187054,98.2928867138,0.697319789245
78,78.9260351907,111.103755903,0.703484176776
79,72.0161125948,38.7471179447,0.741081905448
80,43.4881600313,49.8849865957,0.729549821369
81,14.3699767909,15.347051683,0.722114528573
82,68.8613671299,38.9215915416,0.740811009013
83,73.9649182278,28.0491382194,0.754231664369
84,56.3189967365,108.645541782,0.677234744161
85,46.9873000536,65.7776851616,0.711023575946
86,27.2600806538,115.108205493,0.692476818946
87,9.97773734466,65.1613464805,0.69447142037
88,52.7483527475,63.2243294815,0.716566144665
89,84.0514526185,113.7127898,0.696980440597
90,37.6575457397,106.036807982,0.702767903853
91,93.9576803913,46.1160575065,0.734692870406
92,32.3610769444,19.3785735637,0.741069289649
93,77.4912026691,95.4665268323,0.706816188387
94,9.79549424234,67.9773509051,0.689961987069
95,18.3604656936,110.48752407,0.670320924833
96,103.774657395,39.0084990235,0.728545506742
97,41.7694794058,21.5477572297,0.745235074819
98,109.507347666,75.2085267356,0.719007368639
99,76.3563153217,13.4990445302,0.745571354707
100,52.8480118845,65.7428420642,0.717862580555
101,11.518212663,89.947055017,0.665491131808
102,29.0390509414,68.0687210493,0.707220239813
103,37.7323670441,16.9008938578,0.746740552813
104,46.4274925764,16.9322070917,0.751777741458
105,40.7970255444,49.6406883838,0.732244366143
106,34.7316511026,28.1458606275,0.739781470013
107,36.0619339672,52.1860388016,0.727377601247
108,74.7094936992,5.71760816548,0.739202380744
109,21.737338714,85.0232585034,0.69143261364
110,43.4793504743,26.0663986945,0.742737045675
111,110.973637389,34.9495090533,0.733747180488
112,36.9503104302,74.4736154109,0.702345074146
113,65.54970861,94.1105384089,0.692634640948
114,98.7939626001,27.3153801101,0.733314988951
115,35.8575444272,96.2805709677,0.710854493294
116,78.7019334886,6.59123458045,0.742540314426
117,21.1664330884,94.6118411892,0.686918121561
118,17.0696096837,113.250222341,0.676995894779
119,103.177055361,74.4065202769,0.712614776335
120,106.840265673,20.723296271,0.714420656684
121,74.355911132,45.18328858,0.727050605847
122,26.3287995031,5.10404604902,0.732163682548
123,110.711848077,34.1517581492,0.731470744453
124,115.622241312,29.0767592786,0.74749523557
125,92.8636885639,95.797474069,0.704844470149
126,51.9885746188,60.2183866712,0.718856638852
127,81.9205616753,53.6368174568,0.740813763865
128,69.9468768682,8.06550168896,0.744662528046
129,78.6880421383,26.6866745814,0.752644371846
130,23.7434228689,66.6857869919,0.692201378523
131,42.2310659436,98.3321929384,0.682064670071
132,83.9123665762,81.3974186411,0.718169296899
133,78.1543242502,99.6467542292,0.697832524596
134,103.151201311,3.25110064064,0.730111492747
135,87.6681962385,47.5583969073,0.733443496865
136,65.8718431096,93.6095821399,0.695424465966
137,92.2387393291,34.5460639869,0.744385782944
138,105.815517432,8.04089062589,0.719145216822
139,105.905764,1.54489346422,0.735340199183
140,59.6121322449,57.0639622205,0.72193908111
141,41.8272635019,18.3382128053,0.753157138545
142,85.3779575019,57.3229694143,0.731616183308
143,113.517512212,23.6386249306,0.73891050791
144,40.8084687194,74.8452822351,0.703834450302
145,21.5318584967,8.20160706726,0.739335800118
146,14.5963013249,55.156266774,0.708097128564
147,92.0394443835,80.7294407275,0.712737993921
148,87.4747290512,5.0084960493,0.730923908357
149,96.1511020043,64.6470775737,0.72759489785
150,67.9288346271,49.6692425006,0.72071399954
151,3.26322526448,91.0097400317,0.63586289692
152,99.137234906,34.5369503976,0.743387233486
153,107.949055992,24.737320381,0.732602175261
154,90.4731939342,62.6476700105,0.709454861161
155,97.4413461645,44.3326021231,0.743792005785
156,14.2287858682,77.9884686973,0.680164942388
157,104.671119439,40.4766980179,0.736613280396
158,57.7864311417,119.041354508,0.68849688364
159,107.843355751,75.8462882359,0.713666346777
160,42.9623538704,51.1777579764,0.724358177651
161,19.4041801674,50.3886927034,0.716852622571
162,25.1565257607,42.87694008,0.720434765376
163,11.0837078919,118.713502297,0.645469130355
164,48.0899699568,49.4125061669,0.724556269905
165,21.1467595748,81.1590689313,0.688062207894
166,21.310789595,67.474398846,0.707702766959
167,2.73079238946,82.3730619177,0.621229517161
168,102.051538481,17.1046454862,0.749592734412
169,88.7783979413,74.3612237785,0.714987181046
170,80.5194509704,79.0318603543,0.715655783034
171,71.7916423854,114.922813118,0.700746110923
172,46.9969633104,106.753797122,0.696527502024
173,89.1947520685,53.3487151353,0.734583642001
174,51.0128651844,58.9221385977,0.720079999394
175,35.6812753367,101.460420347,0.700895538623
176,113.628649955,113.053139982,0.661766881226
177,38.5353351088,101.627283938,0.694733251293
178,33.3016227985,83.3778188274,0.704679463271
179,99.9084633799,2.17156404174,0.733775477681
180,22.3716060835,60.4546742174,0.710325369707
181,95.552995688,27.4176931819,0.747188099607
182,109.375573593,84.9527065504,0.705282413161
183,83.4128604391,27.8407194852,0.738834882732
184,0.875154231692,1.38933460915,0.633899112798
185,37.7026315604,21.354009982,0.744588119436
186,84.6204100396,12.1508044277,0.746672593828
187,72.5927097094,37.479696444,0.729601274141
188,17.314371005,36.8839996095,0.71942197944
189,52.9609084542,88.447893517,0.695870127527
190,37.8397925036,17.2744742473,0.752025777819
191,87.7551575734,27.754737993,0.740715552016
192,61.6398184637,36.492889828,0.738120414503
193,114.805204094,1.90791823851,0.724154813348
194,8.3212356922,9.33378376344,0.706986221686
195,28.5917267944,30.7024363296,0.742724853282
196,74.0562620928,112.902666463,0.685270567079
197,96.3779407222,13.1301269984,0.736228910725
198,74.7805657805,44.6411130198,0.735865144196
199,4.86469928501,86.907009957,0.654410294917
200,97.2194200448,67.2366327983,0.712198804504
201,116.225700329,15.8098539716,0.743670993671
202,68.4523513916,73.4337339807,0.720177080919
203,103.318284001,24.5149073356,0.738987318055
204,88.3000422799,76.2080096189,0.717470996618
205,73.9634509287,117.747631278,0.693915725026
206,51.7298232793,55.4393481003,0.717880257025
207,55.2140687625,67.492016685,0.696640229412
208,93.9923758815,74.6698293001,0.709561688194
209,6.46941879039,91.715111203,0.649132996678
210,89.1305766646,26.9045464208,0.741879179151
211,89.6156347496,25.6588106663,0.747358754363
212,26.1881835339,74.8276936219,0.692649391776
213,47.4355420052,55.2105406405,0.734039724119
214,76.6371709258,50.1857853508,0.721203607231
215,101.180504745,60.2971948773,0.718573832582
216,47.2942905497,47.8747361229,0.719328403451
217,55.893919809,7.72449165342,0.748264440861
218,118.183147484,50.7283909625,0.72935459338
219,14.0337890423,81.88880357,0.69659428944
220,58.0452501858,23.4263628978,0.753977675385
221,65.7381947596,56.2869759883,0.710576556876
222,30.0679992397,21.1529059041,0.741042980667
223,20.1465147176,68.1716586516,0.698026861612
224,47.2070829367,1.58996878702,0.740059730307
225,114.301810424,117.575557908,0.690750078694
226,12.2515259932,115.770763283,0.63941748879
227,117.628429561,28.8724353198,0.74734178711
228,2.42585744859,90.6695685487,0.628904447525
229,19.1799360543,109.622892038,0.688058897277
230,63.1999168379,17.1775366885,0.749517882206
231,112.287936823,99.6968170598,0.686515477376
232,54.1032287448,58.1383281017,0.711797662231
233,52.8856048264,92.4700656376,0.7034766569
234,91.0387678286,87.028337519,0.696703115258
235,33.5476869796,113.945658007,0.685180524728
236,20.0430377963,75.0801815741,0.704923740743
237,52.7501973834,31.3274428607,0.74715350377
238,89.3243284235,20.3845088384,0.741311239952
239,96.3699475042,83.4871096754,0.706587409656
240,25.4324241331,53.8402832125,0.712477215449
241,89.2156249882,83.4532543447,0.704554736433
242,67.6490440025,56.2497902983,0.724533142789
243,52.2208859731,29.4539850579,0.744157101782
244,98.0677015928,55.9544960768,0.733851362132
245,67.0883287494,106.96687997,0.689885572947
246,103.519558801,109.035546022,0.684446203461
247,91.7066204205,113.0490663,0.674049227406
248,76.9545632896,63.9496500358,0.705056879051
249,88.7024427473,109.487684859,0.692405892425
250,115.255142757,116.901174369,0.676273098325
251,91.1195989416,2.69522911009,0.737629161761
252,87.9914740396,53.1870710248,0.72077903888
253,94.8348931463,20.7759403846,0.732396047424
254,69.5330296956,110.963974332,0.697889922712
255,40.0862039293,20.5541679968,0.750828207309
256,81.8253264929,103.535840062,0.689815202337
257,112.157442038,94.6742192663,0.706189405774
258,118.100916216,25.4730950711,0.742698009523
259,112.742925386,76.5172717379,0.717361629791
260,61.4864124166,14.9306977029,0.754884836188
261,115.062212474,65.8514389016,0.704424959784
262,115.423200622,52.3063125356,0.738361998645
263,88.6236840512,87.7259470083,0.716963452605
264,90.5386759917,66.2892450537,0.715681550584
265,54.3976735936,51.7550498284,0.721675750173
266,34.6826675142,30.626993884,0.737384762273
267,73.9726244152,47.999947471,0.715528021469
268,75.0373404535,78.8680921379,0.713411833772
269,15.3606876369,58.0975074772,0.710994182422
270,19.3795697405,74.0982714446,0.718600386327
271,1.18477444731,3.0305644849,0.636163019369
272,73.0019235621,90.5688918509,0.702899921663
273,29.3133984958,40.3071809803,0.73289913274
274,104.187519687,90.4172810691,0.676035532989
275,18.6868697778,111.549569238,0.668332569566
276,15.6890390085,99.7980326791,0.686614968173
277,61.7560852654,5.66539304073,0.743639791626
278,50.0371981972,16.7753823766,0.755348867293
279,13.5000217126,73.0052553768,0.703515958317
280,58.146285806,32.7354689626,0.740367771701
281,112.145894244,78.3742137771,0.701203904503
282,39.1578623017,75.2343277452,0.704157258199
283,59.4857006151,95.24064461,0.69880614853
284,7.86386783101,37.2831015585,0.699274084791
285,118.491034226,42.2954756679,0.737983127839
286,81.4617916301,0.722898983989,0.740595958151
287,10.895889892,112.210398348,0.662748869063
288,47.5449730873,94.7518301698,0.688434467422
289,18.4489082328,94.329975028,0.668708416455
290,52.648736342,104.094986109,0.68408402114
291,51.4269990963,79.0904938662,0.718493525182
292,81.4573311158,56.1959804417,0.736309583315
293,117.503226279,92.1132378332,0.687849554322
294,62.9619111297,19.1141534601,0.75395653121
295,94.5578354373,49.7322062957,0.729116389588
296,70.3021137463,83.4434013039,0.705988808524
297,12.6263578272,115.871717567,0.641432710345
298,94.6709054407,86.0056823711,0.699287922716
299,13.4138029543,11.7075270348,0.725075121993
