,categoryScalingFactor,productScalingFactor,value
0,78.1640625,2.9296875,0.878231456571
1,5.9765625,1.9921875,0.812659413929
2,65.9765625,61.9921875,0.875503692569
3,35.9765625,91.9921875,0.87770253285
4,95.9765625,31.9921875,0.891736739329
5,50.9765625,46.9921875,0.880072215747
6,110.9765625,106.9921875,0.865357954821
7,20.9765625,76.9921875,0.871062359395
8,80.9765625,16.9921875,0.886434173037
9,43.4765625,24.4921875,0.886458382989
10,103.4765625,84.4921875,0.868725121425
11,13.4765625,114.4921875,0.843392305574
12,73.4765625,54.4921875,0.887284692761
13,28.4765625,39.4921875,0.878873742295
14,88.4765625,99.4921875,0.870140993563
15,58.4765625,69.4921875,0.879713991427
16,118.4765625,9.4921875,0.879696740911
17,54.7265625,13.2421875,0.886524430537
18,114.7265625,73.2421875,0.878911929488
19,24.7265625,103.2421875,0.882562644822
20,83.7640625,8.5296875,0.885591620905
21,11.5765625,7.5921875,0.866984973098
22,71.5765625,56.3921875,0.884600086217
23,41.5765625,86.3921875,0.884626843043
24,93.6746079317,29.1742137876,0.893295326247
25,56.5765625,41.3921875,0.88521368801
26,105.3765625,101.3921875,0.87035902453
27,26.5765625,71.3921875,0.886213770441
28,86.5765625,22.5921875,0.889620308787
29,49.0765625,29.441015642,0.884572763974
30,97.8765625,78.8921875,0.859550987721
31,19.0765625,108.8921875,0.863791487036
32,79.0765625,48.8921875,0.877647725358
33,28.0926822343,33.8921875,0.876630328066
34,86.7764757779,93.8921875,0.866784124505
35,64.0765625,63.8921875,0.878034884133
36,118.026200631,15.0921875,0.879166711676
37,58.226105129,14.6169302769,0.889340670973
38,109.1265625,67.6421875,0.870764629638
39,30.3265625,97.6421875,0.859198507005
40,89.3640625,14.1296875,0.883705664074
41,17.1765625,13.1921875,0.877545950505
42,77.1765625,50.7921875,0.881315813906
43,47.1765625,80.7921875,0.890352994496
44,91.3726533635,26.3562400752,0.888153514491
45,62.1765625,35.7921875,0.885466118667
46,99.7765625,95.7921875,0.863774377429
47,32.1765625,65.7921875,0.877635297709
48,92.1765625,28.1921875,0.897251160171
